id,rating,reput,worth,wage,ht_cm,preferred_foot,work_rate,pace,shooting,finishing,dribbling
220041,61,1,1028,10.815,174,Right,Low,71,28,19,66
212462,82,3,2984,80.401,181,Left,High,83,73,63,77
263386,59,1,1013,10.815,188,Right,Medium,66,51,51,56
243801,68,1,1194,10.815,186,Left,High,70,64,60,61
186682,79,1,1612,23.863,181,Right,Medium,45,64,54,72
224081,81,2,3344,54.306,70 in,Right,Medium,67,65,62,73
198118,77,2,1648,36.91,188,Right,Medium,67,59,49,63
252468,60,1,1039,10.136,72 in,Right,High,81,58,61,61
241048,61,1,1033,10.272,187,Right,High,69,62,62,59
259311,51,1,1009,10,173,Right,Medium,71,50,52,51
262822,64,1,1086,10,77 in,Right,Low,62,31,30,34
240328,61,1,1031,11.359,175,Left,Medium,77,49,44,58
260941,60,1,1042,10,191,Right,Medium,66,60,64,57
264129,59,1,1031,10,72 in,Right,Medium,56,31,26,30
213948,69,1,1107,12.99,168,Right,Medium,80,58,56,71
225853,69,1,1143,11.903,72 in,Right,Medium,73,62,60,69
179871,62,1,1016,10.815,71 in,Right,Medium,40,54,50,60
202515,71,2,1136,14.077,70 in,Right,Medium,74,73,75,74
244818,61,1,1037,10.19,170,Right,High,74,48,44,60
223752,68,1,1122,10.815,180,Right,Low,68,44,39,34
247063,60,1,1039,10,168,Right,Medium,77,56,50,65
239950,72,1,1230,10.163,183,Right,Medium,59,64,57,73
260135,59,1,1035,10,72 in,Right,Low,61,32,27,42
223597,79,2,2154,38.541,172,Right,High,79,53,49,76
240333,66,1,1078,12.446,185,Right,Low,61,30,26,38
261369,59,1,1031,10.272,179,Right,Low,56,30,24,30
226093,76,1,1829,34.735,70 in,Right,High,84,77,76,73
230471,65,1,1057,11.903,180,Left,Medium,69,56,45,71
213854,54,1,1006,10.136,74 in,Right,Medium,40,54,56,48
260637,68,1,1194,11.903,180,Right,Medium,73,67,68,74
201257,66,1,1042,10.815,69 in,Right,High,67,63,60,63
245158,77,1,2695,22.232,185,Right,High,86,78,83,74
202526,63,1,1035,10.815,70 in,Right,High,68,62,63,65
240805,57,1,1026,10.272,177,Right,High,70,49,48,57
260547,60,1,1039,10,180,Right,High,73,54,59,65
242060,62,1,1028,11.359,178,Left,Medium,75,51,53,67
194022,77,2,1648,16.795,186,Right,Medium,66,63,58,74
263161,53,1,1016,11.359,171,Right,Medium,60,38,36,52
244765,61,1,1051,10.815,168,Right,High,72,54,55,64
186307,72,1,1136,14.621,70 in,Right,Medium,61,74,68,73
261040,61,1,1049,10.272,73 in,Right,Medium,65,32,28,33
253251,70,1,1237,14.077,72 in,Right,Medium,66,48,44,52
216523,68,1,1078,14.077,189,Right,Low,47,24,14,48
241809,62,1,1069,12.446,68 in,Right,High,72,53,57,65
242601,54,1,1016,10.109,182,Left,High,66,52,54,52
230511,65,1,1031,13.534,177,Left,Medium,90,64,65,77
225584,66,1,1064,11.359,172,Right,High,83,61,58,66
228376,64,1,1060,10,73 in,Right,Medium,67,30,26,49
233575,63,1,1030,10,185,Right,Medium,70,39,38,59
229815,65,1,1046,12.446,74 in,Right,Medium,58,31,21,31
246175,65,1,1114,11.359,188,Right,Medium,82,62,63,61
241568,70,1,1259,12.99,69 in,Right,Medium,77,69,63,72
237386,71,1,1302,32.561,70 in,Left,High,62,61,59,72
202605,68,1,1078,11.903,191,Right,Medium,55,53,45,53
261245,58,1,1035,10.272,175,Right,Medium,64,52,49,66
233245,64,1,1086,10.815,175,Right,Medium,76,58,58,65
248272,48,1,1007,10,68 in,Right,Medium,73,47,49,46
200779,71,1,1158,15.708,183,Left,Medium,77,72,72,64
232437,73,1,1252,19.514,178,Left,High,70,52,40,64
247412,70,1,1266,15.708,180,Right,Medium,77,35,26,67
262334,65,1,1114,10.815,168,Right,Low,75,44,43,57
216184,68,1,1086,12.446,178,Left,Medium,68,68,65,63
257649,65,1,1107,10.272,74 in,Right,High,79,27,26,28
231510,60,1,1022,10.054,186,Right,Medium,54,25,21,36
243856,66,1,1051,10,68 in,Right,High,69,42,40,54
262787,61,1,1051,11.903,71 in,Right,Medium,82,53,55,64
226508,70,1,1172,21.144,175,Left,Medium,74,47,43,63
259428,52,1,1013,10.815,176,Left,Medium,67,47,48,52
209372,68,1,1086,12.446,67 in,Right,Medium,71,67,66,69
256674,69,1,1201,13.534,178,Left,High,85,54,52,67
251855,60,1,1040,10.815,184,Right,Medium,58,48,47,66
223618,70,1,1150,10.815,173,Right,High,79,64,68,74
243813,58,1,1035,10.815,186,Right,Medium,63,59,60,52
232704,64,1,1057,10.815,72 in,Right,Medium,87,29,32,37
235243,85,3,6412,53.763,189,Right,Medium,73,59,50,65
203500,63,1,1039,12.446,68 in,Right,High,79,62,62,62
237409,68,1,1093,12.446,67 in,Right,High,85,68,68,68
228195,60,1,1017,10.082,172,Right,High,78,44,36,57
168317,67,1,1024,11.359,189,Right,High,47,67,67,67
227920,67,1,1165,11.359,70 in,Right,High,76,54,56,74
253611,64,1,1040,10,178,Right,Medium,66,51,51,63
205362,74,2,1259,30.93,188,Left,Low,65,32,30,43
226122,65,1,1067,10.815,191,Right,Medium,64,63,63,53
239196,58,1,1028,10.163,180,Right,Low,66,43,42,54
212923,64,1,1044,11.359,68 in,Right,High,73,40,35,62
261236,54,1,1016,10.272,70 in,Right,Medium,63,40,40,69
260241,60,1,1042,10.815,74 in,Right,Low,60,32,25,36
231733,72,1,1223,14.621,173,Left,High,76,71,73,73
227948,63,1,1040,11.903,75 in,Right,High,55,31,28,42
181371,70,1,1031,11.903,71 in,Right,High,49,67,66,73
258317,60,1,1013,10.815,193,Right,Medium,55,30,24,37
240964,68,1,1107,12.99,69 in,Right,Medium,66,54,54,67
243178,63,1,1078,10.815,189,Right,Medium,69,54,53,62
237341,61,1,1049,10.815,190,Right,Medium,51,29,23,53
213530,72,1,1172,15.708,71 in,Right,Medium,61,45,41,60
172114,77,2,1309,13.534,178,Right,High,53,76,71,78
258606,56,1,1021,10.272,180,Right,High,79,27,26,46
253962,54,1,1016,10.272,171,Right,Medium,66,26,25,53
166736,61,1,1008,10.109,179,Right,High,64,58,59,57
212048,69,1,1078,14.621,176,Right,High,77,68,67,70
189177,75,1,1396,25.494,170,Left,Medium,70,72,69,74
221479,81,2,3705,58.655,187,Right,High,83,77,82,76
261471,56,1,1022,10,170,Right,Medium,73,47,49,52
255082,67,1,1071,11.359,188,Left,High,60,52,48,57
229071,73,2,1215,21.688,188,Right,High,76,69,71,78
206516,76,1,1648,36.366,185,Left,Medium,63,64,68,78
261874,59,1,1022,10.272,73 in,Right,Medium,60,24,17,38
245520,69,1,1122,11.903,66 in,Right,High,73,62,62,75
166853,64,1,1019,10.815,185,Left,Medium,46,44,43,46
192427,75,2,1280,26.037,68 in,Right,High,80,55,43,76
186935,72,1,1086,12.446,185,Right,Low,53,66,61,70
165191,67,1,1035,12.99,185,Right,Medium,63,67,68,62
258500,59,1,1040,10.19,178,Right,Medium,62,46,50,62
255232,64,1,1053,10.815,185,Right,Medium,48,27,22,35
236703,73,1,1432,20.601,71 in,Left,High,86,59,57,72
233782,60,1,1037,10.815,190,Right,Low,46,32,30,33
238949,62,1,1037,10.19,68 in,Left,Medium,77,44,44,61
251445,68,1,1194,11.903,178,Right,Medium,74,67,67,73
262908,69,1,1187,14.621,73 in,Right,Low,65,33,26,45
245615,62,1,1064,10.272,72 in,Right,Medium,69,59,62,58
224337,66,1,1053,11.903,70 in,Left,Medium,68,50,48,70
264084,52,1,1013,10.272,67 in,Left,Medium,69,39,40,54
214915,68,1,1071,11.359,174,Right,Medium,65,59,55,69
264360,53,1,1015,10.109,71 in,Right,Medium,60,45,49,55
247315,67,1,1071,12.446,172,Right,High,82,61,62,65
198857,71,1,1093,23.319,193,Right,Low,56,40,39,52
246002,62,1,1069,11.359,168,Right,Medium,76,36,31,57
226084,64,1,1086,11.359,188,Right,Medium,86,62,65,60
233687,61,1,1044,10.815,186,Right,High,64,34,29,49
201041,71,1,1114,14.621,182,Left,Medium,73,40,28,72
250764,59,1,1035,10.815,71 in,Right,High,70,52,52,63
171896,73,1,1071,26.581,72 in,Right,Medium,54,48,44,51
220545,65,1,1049,10,178,Right,Medium,73,67,71,62
237705,60,1,1039,10,175,Right,Medium,83,41,58,66
252526,63,1,1093,15.708,73 in,Left,Medium,73,58,63,62
215074,69,1,1060,10,177,Right,High,84,50,35,68
253796,66,1,1129,10,181,Right,Medium,65,38,31,58
228290,72,1,1179,16.795,185,Right,Medium,51,27,19,43
213010,69,1,1086,11.903,69 in,Right,Medium,79,54,50,65
247185,70,1,1259,29.843,74 in,Right,High,63,66,63,70
230372,68,1,1086,14.077,188,Right,Medium,63,54,47,57
232955,66,1,1078,10.272,176,Left,Medium,73,57,49,58
257195,63,1,1078,14.077,73 in,Right,Medium,61,50,51,57
261479,59,1,1035,10,184,Left,Medium,66,33,30,38
206591,73,2,1208,27.124,177,Right,High,68,62,63,79
256853,61,1,1066,13.534,186,Right,Medium,66,64,67,62
208722,89,4,8288,156.509,175,Right,High,91,83,86,90
264560,58,1,1037,10,185,Left,Medium,62,33,33,48
184133,73,1,1136,16.252,181,Right,High,67,71,64,74
192616,66,1,1028,11.359,177,Right,Medium,57,60,58,64
208596,81,3,3164,42.89,71 in,Right,High,76,81,88,78
260922,59,1,1035,10.245,72 in,Right,Medium,75,63,66,69
199387,72,1,1107,14.077,73 in,Right,High,67,72,75,73
263041,64,1,1100,11.903,71 in,Left,Medium,65,59,57,60
259444,60,1,1040,10.245,75 in,Left,Medium,64,29,22,49
261745,59,1,1040,10.815,72 in,Left,Medium,68,59,59,65
247249,65,1,1114,12.99,73 in,Left,Medium,60,66,65,62
261989,57,1,1024,10,179,Right,Medium,65,25,22,49
225659,78,1,2081,22.775,185,Right,Medium,54,56,43,63
263459,55,1,1021,10.272,185,Left,Medium,58,37,28,54
232608,68,1,1071,11.359,170,Right,Medium,78,63,71,68
238900,74,1,1612,22.232,73 in,Right,Medium,68,74,76,72
247038,49,1,1008,10.082,184,Right,Medium,47,38,36,53
242453,68,1,1194,17.883,194,Right,Medium,66,30,24,63
184242,65,1,1042,10.815,177,Right,Low,67,60,57,64
241237,68,1,1187,11.903,186,Right,High,63,58,51,70
232699,69,1,1114,14.077,172,Right,Medium,85,60,59,71
243357,64,1,1100,12.446,180,Right,Medium,82,62,64,65
263944,64,1,1049,11.359,174,Right,Medium,65,39,36,53
240517,62,1,1057,10.815,69 in,Right,Medium,60,52,47,63
240940,67,1,1165,12.446,70 in,Right,Medium,70,67,65,59
260865,64,1,1048,11.903,76 in,Left,High,59,62,62,64
245597,72,1,1360,14.621,65 in,Right,High,75,50,40,65
263296,61,1,1057,10.815,74 in,Left,Medium,53,61,70,53
251846,65,1,1069,10.815,178,Left,High,75,51,45,56
199762,67,1,1062,11.359,184,Left,High,59,64,61,63
183711,84,3,3128,85.837,182,Right,High,66,74,73,78
201364,63,1,1030,10.815,70 in,Left,Medium,77,31,24,48
254492,51,1,1010,10,180,Right,Medium,53,22,15,24
223017,72,1,1165,23.863,69 in,Right,High,81,67,62,71
244181,64,1,1078,10.815,174,Left,High,77,42,44,60
253278,70,1,1237,13.534,183,Left,Low,69,40,38,45
238860,70,1,1107,12.446,73 in,Right,Medium,61,30,23,30
252370,60,1,1035,10.272,167,Right,Medium,60,64,67,52
234378,82,1,4102,47.239,73 in,Right,Medium,66,53,42,75
253465,64,1,1100,15.165,183,Right,High,78,39,33,57
238656,66,1,1129,16.795,193,Left,Medium,57,67,69,56
209317,65,1,1049,12.446,72 in,Right,High,74,59,57,65
216793,73,1,1215,10.272,77 in,Left,Medium,68,72,75,71
190507,72,1,1078,14.077,186,Right,Low,39,35,29,47
240942,68,1,1179,11.359,176,Right,Medium,61,55,57,59
231538,67,1,1086,11.903,71 in,Right,Medium,67,41,32,58
252285,62,1,1067,10.217,178,Left,High,61,46,42,63
200292,64,1,1035,12.446,183,Right,Medium,57,51,42,57
194063,72,1,1143,12.99,74 in,Right,Medium,64,68,61,69
200524,57,1,1010,10.136,183,Right,Medium,57,46,36,55
122066,64,1,1013,10.109,190,Left,Medium,31,69,72,40
256367,61,1,1049,10.136,193,Right,Medium,61,27,24,44
235888,73,1,1316,17.883,73 in,Right,High,73,74,75,73
263270,61,1,1026,10.163,175,Right,Medium,65,51,53,61
239835,66,1,1086,11.359,75 in,Right,Medium,62,47,40,67
225128,64,1,1044,11.903,174,Left,Medium,63,62,59,65
204731,71,1,1100,12.446,185,Left,High,68,55,43,68
159080,65,1,1022,10.815,170,Right,Medium,45,63,61,62
260086,65,1,1114,12.99,182,Right,High,65,69,73,64
254344,67,1,1093,12.446,172,Right,High,79,60,59,69
221282,72,1,1230,21.144,178,Right,High,75,55,51,71
256070,55,1,1019,10.272,178,Right,Medium,66,35,38,51
257628,55,1,1019,10,186,Right,Medium,61,23,22,36
235088,73,1,1266,14.621,69 in,Right,High,81,44,42,68
221423,60,1,1016,10.217,187,Right,Medium,67,62,64,52
240865,64,1,1093,11.359,69 in,Right,High,81,62,66,64
212977,76,2,1612,29.843,75 in,Right,Medium,77,52,48,70
220422,64,1,1040,12.446,68 in,Right,Medium,83,59,62,63
230819,65,1,1078,12.446,176,Right,Medium,82,57,57,64
235511,69,1,1086,10.054,177,Left,High,76,63,61,68
201163,68,1,1058,11.359,74 in,Right,Medium,58,55,52,47
247181,74,1,1685,15.165,70 in,Left,High,85,66,65,79
258464,68,1,1158,12.99,191,Left,Medium,56,28,22,36
194957,74,2,1252,49.413,185,Right,Low,51,50,44,57
255409,70,1,1237,12.446,188,Right,High,75,70,72,69
225876,64,1,1008,10,180,Left,Low,58,34,32,56
233437,70,1,1086,10.027,72 in,Left,Medium,71,34,31,70
253061,69,1,1244,11.359,69 in,Right,High,78,63,62,73
245751,64,1,1086,12.99,73 in,Right,Medium,81,25,22,23
214326,69,1,1017,10.272,181,Right,Low,37,40,37,54
233767,73,1,1316,16.252,69 in,Right,High,73,45,40,71
212944,68,1,1114,10,186,Right,Medium,67,72,75,65
224915,67,1,1107,17.339,175,Right,High,85,59,59,72
233795,71,1,1302,23.319,188,Right,High,83,68,69,75
192110,67,1,1078,11.359,175,Right,Medium,73,61,61,66
254976,57,1,1028,10.245,171,Right,Medium,67,54,58,58
240658,68,1,1194,18.97,182,Right,Medium,72,57,52,78
248334,55,1,1010,10,166,Right,Medium,76,44,40,55
231745,74,1,1468,18.426,73 in,Right,High,77,73,73,70
227055,78,3,2190,36.91,68 in,Right,High,93,71,69,85
224428,73,1,1259,19.514,182,Right,Medium,91,74,70,75
256918,64,1,1093,10.245,70 in,Right,Medium,78,31,29,70
234039,64,1,1086,10.815,71 in,Right,Medium,66,30,25,48
230201,80,1,2514,27.668,177,Right,High,76,51,48,78
239980,68,1,1093,12.99,181,Right,High,71,59,52,55
263621,54,1,1024,10,68 in,Right,High,64,45,44,65
244942,61,1,1051,10.272,189,Left,Medium,46,60,64,54
222224,70,1,1093,12.446,182,Right,Medium,68,62,52,62
255109,68,1,1172,12.99,69 in,Right,High,75,65,64,75
238839,69,1,1122,17.339,186,Right,Medium,68,66,62,68
228196,54,1,1005,10,184,Right,Low,52,38,34,50
219841,70,1,1129,12.446,181,Right,High,69,43,38,66
247741,62,1,1060,11.903,181,Left,Medium,70,48,45,59
233645,53,1,1013,10,74 in,Left,Medium,64,44,45,60
246764,73,1,1468,17.339,169,Right,Medium,81,56,51,71
261470,60,1,1039,10,72 in,Left,Medium,53,62,67,56
256341,67,1,1172,10.815,177,Right,Medium,63,58,58,68
261619,62,1,1064,10.815,184,Right,Low,55,30,28,34
263167,52,1,1013,10.027,73 in,Right,High,61,24,17,33
198748,64,1,1006,10,74 in,Right,Low,40,30,19,22
237749,67,1,1114,10.815,67 in,Left,High,70,56,57,67
186536,63,1,1028,10.815,75 in,Left,High,66,59,53,63
172780,64,1,1026,11.903,183,Right,Medium,46,67,68,60
251320,63,1,1037,11.359,76 in,Right,Medium,53,25,23,48
235805,83,3,6809,49.957,175,Right,High,91,81,79,89
225403,75,1,1540,31.474,176,Left,High,77,68,67,78
179847,75,3,1129,30.93,77 in,Right,Low,35,40,41,44
225663,79,3,2767,38.541,71 in,Right,High,81,72,69,84
257511,60,1,1044,10.272,72 in,Left,Medium,56,62,57,65
250948,61,1,1051,10.217,72 in,Right,Medium,76,51,57,65
167397,78,3,1432,20.057,70 in,Right,High,56,79,80,73
223894,59,1,1015,10.815,188,Right,Medium,64,57,59,57
200647,84,3,2948,55.393,190,Left,Medium,75,86,85,88
215062,72,1,1107,18.97,73 in,Right,Medium,72,75,77,64
260203,62,1,1040,10,72 in,Left,Medium,58,23,21,21
193123,64,1,1033,11.903,193,Right,Medium,47,36,40,43
157301,75,3,1187,35.279,73 in,Right,Medium,77,79,77,80
254048,72,1,1244,15.708,174,Left,High,76,68,66,71
211784,77,1,2154,37.997,173,Right,Medium,77,78,80,68
258547,62,1,1039,10.109,75 in,Right,Medium,69,60,62,60
260584,56,1,1022,10,178,Right,Medium,57,33,31,39
243914,66,1,1078,11.903,185,Right,Medium,69,62,60,68
226261,64,1,1066,10.815,173,Right,High,76,58,58,65
222286,69,1,1114,11.359,75 in,Left,Low,45,36,29,49
252239,70,1,1259,12.99,169,Right,High,70,57,53,70
224520,76,1,1829,34.735,68 in,Right,High,91,72,71,78
212214,73,1,1215,20.057,176,Right,Medium,86,64,67,73
198455,72,1,1122,11.903,72 in,Right,High,81,63,59,65
230150,66,1,1060,10.815,168,Right,High,81,62,59,65
262792,62,1,1058,10.815,73 in,Right,Medium,70,40,33,56
247166,60,1,1042,14.077,175,Right,High,79,60,60,62
188268,75,1,1252,19.514,169,Right,High,83,70,69,75
225669,72,1,1201,19.514,189,Right,High,85,57,54,72
234614,63,1,1078,11.903,170,Right,Medium,75,60,64,62
221875,71,1,1114,16.252,71 in,Right,Medium,61,62,56,63
258171,62,1,1093,12.99,182,Right,High,69,51,50,64
237509,67,1,1165,14.077,188,Left,Medium,83,66,69,64
230221,68,1,1086,14.077,179,Right,Medium,65,45,40,64
254567,59,1,1033,10.082,180,Right,Medium,68,33,29,59
236175,70,1,1114,15.165,175,Right,Medium,67,66,70,64
239357,68,1,1093,15.165,74 in,Right,Medium,82,63,66,66
254482,60,1,1048,10.272,182,Right,High,92,59,60,58
242362,65,1,1064,11.359,185,Left,Medium,53,29,22,43
210950,71,1,1086,12.99,65 in,Right,Medium,72,71,71,75
263268,59,1,1037,10.027,176,Right,Medium,72,53,52,63
231726,68,1,1136,12.99,189,Right,High,82,67,67,68
262618,63,1,1030,11.359,67 in,Left,Medium,62,37,30,62
198628,67,1,1071,10,185,Right,Medium,71,63,64,66
198951,80,2,2478,26.037,182,Right,Medium,90,80,83,76
215584,63,1,1022,10.815,74 in,Right,High,69,55,54,58
246443,69,1,1086,11.359,184,Right,Low,52,37,36,46
187754,81,2,2154,10.815,174,Left,Medium,79,76,76,87
226377,76,2,1540,30.386,172,Left,High,87,72,65,83
222199,59,1,1015,10.815,186,Right,High,67,49,54,49
223265,64,1,1048,10.815,188,Right,Low,34,28,23,34
259751,69,1,1244,15.165,191,Right,Medium,76,69,72,68
161805,73,2,1042,14.621,73 in,Right,Medium,55,63,54,70
192496,63,1,1028,11.359,74 in,Right,Low,53,37,30,40
241823,72,1,1252,22.775,68 in,Left,Medium,76,37,34,67
263233,64,1,1093,15.165,180,Right,Medium,76,40,38,68
207499,63,1,1035,10.815,183,Right,Medium,67,64,61,58
242282,61,1,1049,10,71 in,Right,Medium,75,43,40,58
221016,75,1,1396,23.863,184,Left,Medium,54,62,59,72
215155,70,1,1114,14.077,170,Right,Medium,69,64,65,70
259052,57,1,1026,10,74 in,Right,Low,60,38,43,55
257353,62,1,1071,10,177,Right,High,73,55,53,71
236453,55,1,1016,10,175,Right,Medium,67,43,41,51
134820,71,2,1026,11.903,175,Right,Medium,35,60,56,65
232848,66,1,1039,10.815,182,Left,Low,43,35,33,45
215651,73,1,1237,16.795,74 in,Left,Medium,60,33,24,57
258805,59,1,1035,11.903,180,Right,High,73,37,30,52
259173,67,1,1150,22.775,72 in,Right,Low,68,23,19,18
197062,69,1,1078,12.99,178,Right,Medium,64,48,43,59
221985,65,1,1048,11.359,190,Right,Low,43,18,15,29
261418,59,1,1042,10,68 in,Left,Medium,88,43,45,65
230250,75,1,1345,16.795,177,Right,Medium,71,64,58,67
257414,69,1,1100,12.99,69 in,Right,High,72,72,72,66
218981,73,1,1201,18.426,71 in,Right,High,83,35,27,58
244491,69,1,1136,12.99,186,Right,Medium,72,26,21,47
234477,54,1,1016,10,175,Right,High,59,53,55,47
244895,70,1,1259,14.077,175,Right,Medium,81,44,40,63
235407,73,1,1432,20.057,180,Right,Medium,69,62,66,75
252970,56,1,1024,10,170,Right,Medium,63,48,49,57
230157,68,1,1086,13.534,74 in,Right,Medium,77,65,64,63
217093,65,1,1031,10,173,Right,Medium,60,55,54,58
209529,73,1,1259,10.272,181,Right,Medium,75,70,71,73
222225,69,1,1086,13.534,186,Right,High,71,49,42,61
224093,67,1,1093,13.534,184,Left,Medium,75,39,37,56
213328,67,1,1100,14.077,78 in,Left,Medium,59,43,25,66
237681,75,1,1973,51.588,68 in,Left,High,81,66,70,85
234045,75,2,1612,10.272,175,Right,High,92,71,72,82
224590,70,1,1150,11.903,186,Left,High,60,64,60,66
259959,67,1,1143,10,182,Right,Medium,67,60,65,63
258332,70,1,1100,10.054,180,Left,High,73,50,51,69
258984,60,1,1039,10.815,73 in,Left,Medium,68,45,41,62
207876,72,1,1150,13.534,70 in,Right,High,80,65,65,72
239945,70,1,1215,20.057,64 in,Right,Medium,71,57,51,69
263056,66,1,1136,10,174,Right,Medium,83,60,58,70
244965,59,1,1031,10.815,179,Right,Medium,81,52,53,61
253522,65,1,1071,10,170,Right,Medium,79,47,56,58
228250,60,1,1019,11.903,67 in,Right,Medium,77,31,22,50
230439,69,1,1086,16.795,177,Right,Medium,65,50,45,62
211783,69,1,1122,11.359,184,Right,Medium,65,70,72,65
263941,67,1,1165,14.621,181,Right,High,77,61,62,68
226658,59,1,1016,10.272,178,Right,Medium,69,55,48,59
240944,70,1,1172,16.795,184,Right,High,73,64,73,70
228627,66,1,1055,15.165,171,Left,High,78,59,51,65
244521,65,1,1053,11.359,180,Left,Medium,81,60,57,64
228961,67,1,1078,12.446,71 in,Right,Medium,76,53,49,67
255434,61,1,1064,10,178,Right,High,68,55,57,67
202491,67,1,1071,12.446,177,Left,Medium,65,57,56,64
263932,60,1,1044,10.272,172,Right,High,85,51,53,66
213634,66,1,1086,12.99,71 in,Right,High,72,65,68,62
246592,59,1,1035,11.903,71 in,Right,Medium,36,55,55,61
251905,62,1,1057,10.272,187,Right,Medium,68,35,28,47
153062,67,1,1022,10,66 in,Right,Medium,63,69,65,62
231424,66,1,1069,13.534,180,Right,Medium,68,63,62,69
216464,73,1,1288,24.95,173,Right,High,75,71,70,69
248114,61,1,1051,10.815,70 in,Left,Medium,72,59,61,64
256604,57,1,1026,10,68 in,Left,Medium,58,50,52,56
261759,49,1,1008,10,178,Right,High,68,47,47,51
251065,63,1,1008,10.272,183,Right,Medium,33,30,30,28
243034,62,1,1064,11.903,172,Right,Medium,74,63,69,68
228058,65,1,1058,10.815,191,Right,Medium,42,50,44,55
247073,63,1,1071,11.359,180,Right,High,71,32,29,56
214350,74,1,1295,17.339,187,Right,High,60,77,79,66
262428,65,1,1114,10.815,175,Left,High,83,61,63,72
226266,66,1,1093,10.272,170,Right,High,78,61,56,73
257788,54,1,1017,10.054,181,Left,Medium,66,27,21,45
234227,62,1,1064,10.082,68 in,Right,Medium,75,53,52,66
234223,67,1,1107,11.903,70 in,Right,Medium,67,53,47,65
200968,71,1,1086,15.708,72 in,Right,Medium,41,31,20,40
205972,63,1,1035,10,73 in,Right,High,73,61,63,61
257339,55,1,1021,10,184,Right,Medium,62,29,24,26
258352,62,1,1062,10.815,174,Left,Medium,66,41,37,60
231472,68,1,1114,11.359,179,Right,Medium,79,25,21,49
242002,69,1,1114,14.077,70 in,Right,High,87,64,64,71
246595,64,1,1040,10.272,175,Right,High,78,59,61,63
262301,67,1,1086,11.359,178,Right,High,81,66,67,69
251644,67,1,1049,11.359,71 in,Right,Low,60,34,28,40
236287,71,1,1158,16.795,70 in,Right,Medium,73,69,72,65
257894,54,1,1007,10,69 in,Left,Medium,66,32,26,49
209784,60,1,1015,11.359,178,Right,Medium,63,37,37,56
257091,64,1,1086,10.815,76 in,Right,High,58,40,39,55
256902,68,1,1114,11.359,181,Left,Medium,73,65,64,69
194761,73,1,1208,15.708,175,Right,Medium,74,68,67,72
262900,58,1,1033,10,175,Right,High,80,53,56,60
244513,64,1,1093,11.359,168,Right,High,89,56,59,64
239145,62,1,1057,11.359,73 in,Right,Medium,60,48,38,60
264103,63,1,1086,10.815,76 in,Left,Medium,57,31,21,39
237678,78,2,3128,49.413,194,Right,Medium,71,34,29,67
199475,63,1,1033,10.109,177,Left,High,71,57,58,66
189596,87,4,5762,85.837,185,Right,High,67,84,88,77
251022,64,1,1086,10.272,70 in,Right,High,81,46,48,57
263954,62,1,1066,11.359,176,Right,Medium,67,53,50,60
225782,75,2,1576,36.366,177,Right,Medium,81,63,58,78
259114,61,1,1053,10.815,185,Right,Medium,67,60,60,68
200168,68,1,1071,12.446,188,Right,Medium,53,41,39,55
212248,68,1,1107,12.99,70 in,Right,Medium,81,65,68,70
262511,61,1,1057,10.272,183,Right,Medium,55,64,66,65
229107,66,1,1086,12.99,72 in,Right,Medium,70,40,43,60
176472,66,1,1010,10,191,Left,Medium,53,38,32,37
264118,58,1,1030,10.136,192,Left,Medium,64,24,16,35
263745,52,1,1013,10.272,70 in,Right,Medium,66,42,33,46
226295,67,1,1165,10.815,68 in,Left,Medium,65,59,64,76
206317,69,1,1086,21.688,194,Right,Low,52,50,35,65
260951,53,1,1021,10,70 in,Left,High,71,52,58,45
241984,68,1,1086,11.903,191,Right,Medium,74,67,71,64
262402,62,1,1055,10.272,186,Left,Medium,61,35,33,61
242390,64,1,1086,11.359,188,Right,Medium,52,52,46,63
260878,55,1,1019,10,71 in,Right,Medium,66,42,40,45
258025,64,1,1026,11.359,71 in,Right,Medium,66,54,53,66
264061,50,1,1007,10,170,Right,Medium,69,31,26,48
253693,62,1,1067,11.903,71 in,Right,Medium,71,53,53,74
217992,55,1,1010,10,69 in,Left,Medium,61,55,53,57
263854,54,1,1017,10,177,Right,High,72,26,26,50
252316,64,1,1086,10.815,188,Right,Medium,61,33,30,43
221705,68,1,1114,12.446,178,Right,High,71,60,59,66
262788,60,1,1033,10.272,71 in,Right,Medium,71,32,33,59
187620,67,1,1033,11.903,188,Right,Low,30,31,21,39
256788,66,1,1129,12.446,173,Left,High,67,47,48,70
188421,70,1,1086,13.534,68 in,Right,High,75,58,50,58
224518,64,1,1049,10.272,71 in,Left,Medium,66,58,59,67
209675,64,1,1044,11.359,72 in,Right,Medium,78,34,24,52
243237,74,1,1648,32.561,178,Left,High,83,54,46,74
225182,73,1,1259,10.815,171,Left,High,73,65,69,76
261037,64,1,1093,10.815,178,Right,High,72,67,64,66
256813,58,1,1031,10.815,183,Right,Medium,64,27,25,40
238210,63,1,1028,10.272,186,Right,Medium,67,63,64,63
245455,52,1,1012,10.815,166,Right,Medium,65,53,56,53
262722,56,1,1021,11.359,190,Right,Medium,58,25,20,25
263825,66,1,1136,12.446,71 in,Right,Medium,58,41,34,53
235729,68,1,1114,11.359,190,Right,Low,58,24,22,40
254552,58,1,1037,10.272,70 in,Left,High,74,56,61,54
207653,71,1,1114,15.708,68 in,Right,High,80,72,75,76
170305,62,1,1007,10.815,185,Right,Low,35,52,49,53
220905,75,1,1468,30.386,73 in,Left,Medium,67,64,60,69
