Order_Id,Type_of_Payment,Days_for_shipment,Sales_per_customer,Delivery_Status,Late_delivery,Category_Name,Customer_Id,Customer_Segment,Customer_Age,Order_Item_Discount,Order_Status,Product_Name,Product_Price,Shipping_Mode
17810,DEBIT,2,52.18999863,Late delivery,1,Baseball & Softball,6365,Consumer,18,7.800000191,COMPLETE,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,Second Class
18793,DEBIT,2,43.18999863,Late delivery,1,Electronics,8422,Consumer,45,1.799999952,COMPLETE,Under Armour Men's Compression EV SL Slide,44.99000168,Second Class
65109,DEBIT,2,95.98999786,Late delivery,1,Cardio Equipment,8524,Consumer,14,4,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
15673,DEBIT,2,94.98999786,Late delivery,1,Cardio Equipment,3784,Consumer,72,5,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
18183,DEBIT,2,41.84000015,Late delivery,1,Electronics,10519,Consumer,66,3.150000095,COMPLETE,Under Armour Men's Compression EV SL Slide,44.99000168,Second Class
20234,DEBIT,2,89.98999786,Late delivery,1,Cardio Equipment,7132,Consumer,20,10,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
13139,DEBIT,2,87.98999786,Late delivery,1,Cardio Equipment,3709,Consumer,39,12,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Second Class
33824,TRANSFER,4,128.2200012,Shipping canceled,0,Electronics,1509,Consumer,58,6.75,CANCELED,Under Armour Men's Compression EV SL Slide,44.99000168,Standard Class
31364,TRANSFER,4,278.9700012,Shipping canceled,0,Cardio Equipment,1636,Consumer,67,21,CANCELED,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
40495,TRANSFER,4,272.9700012,Shipping canceled,0,Cardio Equipment,2784,Consumer,34,27,CANCELED,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
31364,TRANSFER,4,272.9700012,Shipping canceled,0,Cardio Equipment,1636,Consumer,17,27,CANCELED,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
34506,TRANSFER,4,170.9700012,Shipping canceled,0,Cleats,9174,Consumer,23,9,CANCELED,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
33607,TRANSFER,4,167.3699951,Shipping canceled,0,Cleats,122,Consumer,49,12.60000038,CANCELED,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
32617,TRANSFER,4,158.3699951,Shipping canceled,0,Cleats,3800,Consumer,42,21.60000038,CANCELED,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
37496,TRANSFER,4,118.7699966,Shipping canceled,0,Shop By Sport,10029,Consumer,37,1.200000048,CANCELED,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
32617,TRANSFER,4,73.5,Shipping canceled,0,Girls' Apparel,3800,Consumer,61,1.5,CANCELED,adidas Men's Germany Black Crest Away Tee,25,Standard Class
49075,TRANSFER,4,132,Shipping canceled,0,Women's Apparel,2805,Consumer,61,18,CANCELED,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
33824,TRANSFER,4,132,Shipping canceled,0,Women's Apparel,1509,Consumer,55,18,CANCELED,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
49075,TRANSFER,4,130.5,Shipping canceled,0,Women's Apparel,2805,Consumer,14,19.5,CANCELED,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
41623,TRANSFER,4,99.58000183,Shipping canceled,0,Shop By Sport,12253,Consumer,64,20.38999939,CANCELED,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
39271,TRANSFER,4,99.58000183,Shipping canceled,0,Shop By Sport,3528,Consumer,51,20.38999939,CANCELED,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
38598,TRANSFER,4,74.22000122,Shipping canceled,0,Accessories,11018,Consumer,31,0.75,CANCELED,Team Golf Pittsburgh Steelers Putter Grip,24.98999977,Standard Class
37845,TRANSFER,4,40.29000092,Shipping canceled,0,Trade-In,3222,Consumer,66,7.679999828,CANCELED,Glove It Urban Brick Golf Towel,15.98999977,Standard Class
42331,TRANSFER,4,227.9600067,Shipping canceled,0,Cleats,6246,Consumer,30,12,CANCELED,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
41345,TRANSFER,4,203.9700012,Shipping canceled,0,Cleats,8741,Consumer,51,35.99000168,CANCELED,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
51168,TRANSFER,4,200,Shipping canceled,0,Women's Apparel,8050,Consumer,45,0,CANCELED,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
51168,TRANSFER,4,156.7599945,Shipping canceled,0,Shop By Sport,8050,Consumer,19,3.200000048,CANCELED,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
43599,TRANSFER,4,189,Shipping canceled,0,Women's Apparel,5474,Consumer,61,11,CANCELED,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
41901,TRANSFER,4,79.97000122,Shipping canceled,0,Accessories,474,Consumer,60,19.98999977,CANCELED,Team Golf Texas Longhorns Putter Grip,24.98999977,Standard Class
42751,TRANSFER,4,363.9599915,Advance shipping,0,Cardio Equipment,12255,Consumer,74,36,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
45088,TRANSFER,4,239.9600067,Shipping on time,0,Cleats,10288,Consumer,20,0,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
50489,TRANSFER,4,230.3600006,Late delivery,1,Cleats,4717,Consumer,38,9.600000381,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
44409,TRANSFER,4,227.9600067,Late delivery,1,Cleats,4799,Consumer,57,12,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
42101,TRANSFER,4,226.7599945,Advance shipping,0,Cleats,4533,Consumer,23,13.19999981,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
50424,TRANSFER,4,208.7700043,Late delivery,1,Cleats,12383,Consumer,33,31.19000053,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
49825,TRANSFER,4,200,Late delivery,1,Women's Apparel,3518,Consumer,34,0,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
41294,TRANSFER,4,198,Late delivery,1,Women's Apparel,4674,Consumer,27,2,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
42023,TRANSFER,4,155.1600037,Shipping on time,0,Shop By Sport,8519,Consumer,62,4.800000191,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
47774,TRANSFER,4,151.1600037,Late delivery,1,Shop By Sport,5302,Consumer,26,8.800000191,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
41827,TRANSFER,4,111.5999985,Advance shipping,0,Girls' Apparel,3594,Consumer,34,8.399999619,PENDING,Nike Men's Deutschland Weltmeister Winners Bl,30,Standard Class
47193,TRANSFER,4,170,Shipping on time,0,Women's Apparel,9890,Consumer,22,30,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
42626,TRANSFER,4,160,Advance shipping,0,Women's Apparel,1410,Consumer,74,40,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
46199,TRANSFER,4,150,Late delivery,1,Women's Apparel,7521,Consumer,41,50,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
48468,TRANSFER,4,94.45999908,Shipping on time,0,Accessories,2106,Consumer,36,5.5,PENDING,Team Golf St. Louis Cardinals Putter Grip,24.98999977,Standard Class
51009,TRANSFER,4,395.9599915,Late delivery,1,Cardio Equipment,8144,Consumer,37,4,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
46229,TRANSFER,4,391.9599915,Late delivery,1,Cardio Equipment,5643,Consumer,26,8,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
42882,TRANSFER,4,379.9599915,Advance shipping,0,Cardio Equipment,2041,Consumer,65,20,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
46827,TRANSFER,4,363.9599915,Advance shipping,0,Cardio Equipment,7537,Consumer,47,36,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
48684,TRANSFER,4,359.9599915,Late delivery,1,Cardio Equipment,3056,Consumer,74,40,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
48684,TRANSFER,4,351.9599915,Late delivery,1,Cardio Equipment,3056,Consumer,75,48,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
46416,TRANSFER,4,351.9599915,Advance shipping,0,Cardio Equipment,7967,Consumer,14,48,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
47343,TRANSFER,4,339.9700012,Shipping on time,0,Cardio Equipment,1758,Consumer,40,59.99000168,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
41686,DEBIT,4,124.7900009,Advance shipping,0,Men's Footwear,7884,Corporate,55,5.199999809,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
41896,DEBIT,4,124.7900009,Advance shipping,0,Men's Footwear,289,Corporate,56,5.199999809,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
28168,DEBIT,4,56.99000168,Shipping on time,0,Cleats,10081,Corporate,47,3,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
24992,DEBIT,4,123.4899979,Advance shipping,0,Men's Footwear,1169,Corporate,39,6.5,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
30851,DEBIT,4,123.4899979,Advance shipping,0,Men's Footwear,1182,Corporate,35,6.5,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
25074,DEBIT,4,123.4899979,Late delivery,1,Men's Footwear,717,Corporate,74,6.5,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
76870,DEBIT,4,205.0299988,Late delivery,1,Women's Clothing,20423,Corporate,58,10.78999996,COMPLETE,Summer dresses,215.8200073,Standard Class
25163,DEBIT,4,123.4899979,Shipping on time,0,Men's Footwear,5801,Corporate,56,6.5,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
28036,DEBIT,4,123.4899979,Advance shipping,0,Men's Footwear,702,Corporate,34,6.5,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
22679,DEBIT,4,123.4899979,Late delivery,1,Men's Footwear,6951,Corporate,26,6.5,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
23610,DEBIT,4,123.4899979,Late delivery,1,Men's Footwear,6780,Corporate,71,6.5,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
42828,DEBIT,4,56.99000168,Shipping on time,0,Cleats,6422,Corporate,69,3,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
41896,DEBIT,4,123.4899979,Advance shipping,0,Men's Footwear,289,Corporate,54,6.5,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
48713,DEBIT,4,123.4899979,Shipping on time,0,Men's Footwear,5384,Corporate,66,6.5,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
45668,DEBIT,4,123.4899979,Shipping on time,0,Men's Footwear,2985,Corporate,27,6.5,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
74796,DEBIT,4,436.1000061,Advance shipping,0,Crafts,18349,Corporate,49,25.37999916,COMPLETE,Porcelain crafts,461.480011,Standard Class
27918,DEBIT,4,122.8399963,Shipping on time,0,Men's Footwear,11286,Corporate,73,7.150000095,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
30097,DEBIT,4,56.68999863,Advance shipping,0,Cleats,489,Corporate,34,3.299999952,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
30966,DEBIT,4,122.8399963,Advance shipping,0,Men's Footwear,4510,Corporate,34,7.150000095,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
30063,DEBIT,4,122.8399963,Shipping on time,0,Men's Footwear,9626,Corporate,38,7.150000095,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
22019,DEBIT,4,122.8399963,Late delivery,1,Men's Footwear,9494,Corporate,48,7.150000095,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
24230,DEBIT,4,122.8399963,Late delivery,1,Men's Footwear,1718,Corporate,66,7.150000095,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
48713,DEBIT,4,122.8399963,Shipping on time,0,Men's Footwear,5384,Corporate,56,7.150000095,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
42353,DEBIT,4,122.8399963,Shipping on time,0,Men's Footwear,5295,Corporate,74,7.150000095,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
45668,DEBIT,4,122.8399963,Shipping on time,0,Men's Footwear,2985,Corporate,59,7.150000095,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
42134,DEBIT,4,120.8899994,Late delivery,1,Men's Footwear,3984,Corporate,69,9.100000381,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
21522,DEBIT,4,120.8899994,Advance shipping,0,Men's Footwear,5270,Corporate,48,9.100000381,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
23767,DEBIT,4,120.8899994,Advance shipping,0,Men's Footwear,10966,Corporate,51,9.100000381,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
25433,DEBIT,4,120.8899994,Shipping on time,0,Men's Footwear,1868,Corporate,60,9.100000381,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
73893,DEBIT,4,200.7100067,Shipping on time,0,Women's Clothing,17446,Corporate,30,15.10999966,COMPLETE,Summer dresses,215.8200073,Standard Class
30085,DEBIT,4,55.79000092,Late delivery,1,Cleats,10071,Corporate,68,4.199999809,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
30172,DEBIT,4,120.8899994,Advance shipping,0,Men's Footwear,1271,Corporate,62,9.100000381,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
27478,DEBIT,4,120.8899994,Shipping on time,0,Men's Footwear,11930,Corporate,64,9.100000381,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
76976,DEBIT,4,200.7100067,Advance shipping,0,Women's Clothing,20529,Corporate,68,15.10999966,COMPLETE,Summer dresses,215.8200073,Standard Class
24063,DEBIT,4,120.8899994,Shipping on time,0,Men's Footwear,8358,Corporate,73,9.100000381,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
51209,DEBIT,4,120.8899994,Late delivery,1,Men's Footwear,7705,Corporate,69,9.100000381,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
73839,DEBIT,4,200.7100067,Late delivery,1,Women's Clothing,17392,Corporate,50,15.10999966,COMPLETE,Summer dresses,215.8200073,Standard Class
74723,DEBIT,4,429.1799927,Shipping on time,0,Crafts,18276,Corporate,38,32.29999924,COMPLETE,Porcelain crafts,461.480011,Standard Class
26821,DEBIT,4,120.8899994,Advance shipping,0,Men's Footwear,7795,Corporate,41,9.100000381,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
77102,DEBIT,4,200.7100067,Advance shipping,0,Women's Clothing,20655,Corporate,50,15.10999966,COMPLETE,Summer dresses,215.8200073,Standard Class
41608,DEBIT,4,120.8899994,Shipping on time,0,Men's Footwear,2454,Corporate,46,9.100000381,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
47009,DEBIT,4,120.8899994,Late delivery,1,Men's Footwear,150,Corporate,72,9.100000381,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
49916,DEBIT,4,118.2900009,Advance shipping,0,Men's Footwear,10671,Corporate,27,11.69999981,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class
29746,DEBIT,4,54.59000015,Advance shipping,0,Cleats,11924,Corporate,45,5.400000095,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
72533,DEBIT,4,191.8699951,Shipping on time,0,Men's Clothing,16086,Corporate,53,18.97999954,COMPLETE,Men's gala suit,210.8500061,Standard Class
48608,DEBIT,4,225,Shipping on time,0,Women's Apparel,4398,Consumer,58,25,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
45506,DEBIT,4,220,Advance shipping,0,Women's Apparel,5687,Consumer,53,30,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
45027,DEBIT,4,173.9600067,Advance shipping,0,Shop By Sport,8534,Consumer,60,25.98999977,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
46308,DEBIT,4,169.9600067,Shipping on time,0,Shop By Sport,3372,Consumer,46,29.98999977,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
43685,DEBIT,4,210,Late delivery,1,Women's Apparel,10927,Consumer,41,40,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
41893,DEBIT,4,207.5,Shipping on time,0,Women's Apparel,3597,Consumer,34,42.5,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
46339,DEBIT,4,207.5,Late delivery,1,Women's Apparel,2052,Consumer,37,42.5,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
46667,DEBIT,4,207.5,Advance shipping,0,Women's Apparel,4399,Consumer,66,42.5,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
47647,DEBIT,4,205,Advance shipping,0,Women's Apparel,185,Consumer,20,45,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
48565,DEBIT,4,205,Late delivery,1,Women's Apparel,3441,Consumer,63,45,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
43889,DEBIT,4,205,Late delivery,1,Women's Apparel,11947,Consumer,38,45,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
45138,DEBIT,4,200,Shipping on time,0,Women's Apparel,1555,Consumer,54,50,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
44160,DEBIT,4,149.9600067,Late delivery,1,Shop By Sport,9399,Consumer,20,49.99000168,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
49214,DEBIT,4,187.5,Late delivery,1,Women's Apparel,2792,Consumer,23,62.5,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
41825,DEBIT,4,124.9499969,Late delivery,1,Accessories,10118,Consumer,68,0,COMPLETE,Team Golf Tennessee Volunteers Putter Grip,24.98999977,Standard Class
44504,DEBIT,4,118.6999969,Late delivery,1,Accessories,8544,Consumer,38,6.25,COMPLETE,Team Golf St. Louis Cardinals Putter Grip,24.98999977,Standard Class
44496,DEBIT,4,118.0800018,Advance shipping,0,Accessories,4296,Consumer,16,6.869999886,COMPLETE,Team Golf San Francisco Giants Putter Grip,24.98999977,Standard Class
45559,DEBIT,4,74.34999847,Late delivery,1,Trade-In,4391,Consumer,33,5.599999905,COMPLETE,Glove It Imperial Golf Towel,15.98999977,Standard Class
44074,DEBIT,4,67.16000366,Late delivery,1,Trade-In,2882,Consumer,37,12.78999996,COMPLETE,Glove It Urban Brick Golf Towel,15.98999977,Standard Class
49857,DEBIT,4,131.1600037,Advance shipping,0,Electronics,3283,Consumer,44,28.79000092,COMPLETE,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,Standard Class
41786,DEBIT,4,119.9599991,Advance shipping,0,Hunting & Shooting,397,Consumer,26,29.98999977,COMPLETE,ENO Atlas Hammock Straps,29.98999977,Standard Class
48042,DEBIT,4,186.7100067,Advance shipping,0,Tennis & Racquet,4104,Consumer,68,38.24000168,PENDING,Nike Men's Comfort 2 Slide,44.99000168,Standard Class
44301,DEBIT,4,474.9500122,Advance shipping,0,Cardio Equipment,12214,Consumer,68,25,PENDING,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
41591,DEBIT,4,299.9500122,Advance shipping,0,Cleats,10699,Consumer,68,0,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
44981,DEBIT,4,165.9600067,Advance shipping,0,Shop By Sport,2091,Consumer,32,33.99000168,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
41545,DEBIT,4,200,Late delivery,1,Women's Apparel,10474,Consumer,55,50,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
49910,DEBIT,4,196.7599945,Late delivery,1,Electronics,7504,Consumer,39,43.18999863,PENDING,Titleist Pro V1x Golf Balls,47.99000168,Standard Class
19590,DEBIT,4,284.9500122,Late delivery,1,Baseball & Softball,7518,Consumer,49,15,COMPLETE,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000168,Standard Class
43650,DEBIT,4,174.9499969,Late delivery,1,Fitness Accessories,1738,Consumer,59,0,COMPLETE,Under Armour Hustle Storm Medium Duffle Bag,34.99000168,Standard Class
15202,DEBIT,4,494.9500122,Advance shipping,0,Cardio Equipment,1622,Consumer,48,5,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
15462,DEBIT,4,137.1499939,Advance shipping,0,Electronics,1325,Consumer,71,2.799999952,COMPLETE,Under Armour Kids' Mercenary Slide,27.98999977,Standard Class
15155,DEBIT,4,489.9500122,Late delivery,1,Cardio Equipment,5505,Consumer,62,10,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
64451,DEBIT,4,484.9500122,Advance shipping,0,Cardio Equipment,4210,Consumer,68,15,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
67028,DEBIT,4,484.9500122,Shipping on time,0,Cardio Equipment,11229,Consumer,22,15,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
62336,DEBIT,4,484.9500122,Advance shipping,0,Cardio Equipment,9385,Consumer,28,15,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
11334,DEBIT,4,155.1499939,Late delivery,1,Electronics,900,Consumer,56,4.800000191,COMPLETE,Under Armour Women's Ignite PIP VI Slide,31.98999977,Standard Class
62885,DEBIT,4,479.9500122,Late delivery,1,Cardio Equipment,6217,Consumer,47,20,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
66998,DEBIT,4,479.9500122,Shipping on time,0,Cardio Equipment,9466,Consumer,57,20,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
47002,DEBIT,4,474.9500122,Advance shipping,0,Cardio Equipment,4596,Consumer,17,25,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
63445,DEBIT,4,474.9500122,Late delivery,1,Cardio Equipment,5206,Consumer,21,25,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
67566,DEBIT,4,474.9500122,Advance shipping,0,Cardio Equipment,2823,Consumer,68,25,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
18884,DEBIT,4,166.1999969,Late delivery,1,Fitness Accessories,10408,Consumer,30,8.75,COMPLETE,Under Armour Hustle Storm Medium Duffle Bag,34.99000168,Standard Class
18845,DEBIT,4,165.3300018,Late delivery,1,Fitness Accessories,11011,Consumer,48,9.619999886,COMPLETE,Under Armour Hustle Storm Medium Duffle Bag,34.99000168,Standard Class
66854,DEBIT,4,464.9500122,Late delivery,1,As Seen on  TV!,40,Consumer,30,35,COMPLETE,Nike Men's Free TR 5.0 TB Training Shoe,99.98999786,Standard Class
46955,DEBIT,4,454.9500122,Late delivery,1,Cardio Equipment,11636,Consumer,21,45,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class
55002,TRANSFER,4,101.9800034,Advance shipping,0,Cleats,7454,Corporate,53,18,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
60445,TRANSFER,4,101.9800034,Late delivery,1,Cleats,5138,Corporate,58,18,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
53586,TRANSFER,4,99.58000183,Advance shipping,0,Cleats,8696,Corporate,42,20.39999962,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
56618,TRANSFER,4,99.58000183,Shipping on time,0,Cleats,2329,Corporate,31,20.39999962,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
51865,TRANSFER,4,99.58000183,Late delivery,1,Cleats,12431,Corporate,65,20.39999962,PENDING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class
2937,TRANSFER,4,100,Advance shipping,0,Women's Apparel,10860,Corporate,47,0,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
54446,TRANSFER,4,100,Advance shipping,0,Women's Apparel,12094,Corporate,56,0,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
58623,TRANSFER,4,99,Shipping on time,0,Women's Apparel,5088,Corporate,53,1,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
7411,TRANSFER,4,79.18000031,Advance shipping,0,Shop By Sport,2200,Corporate,69,0.800000012,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
5348,TRANSFER,4,97,Shipping on time,0,Women's Apparel,10966,Corporate,70,3,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
59742,TRANSFER,4,96,Advance shipping,0,Women's Apparel,3997,Corporate,75,4,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
59498,TRANSFER,4,76.77999878,Shipping on time,0,Shop By Sport,8746,Corporate,70,3.200000048,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
3459,TRANSFER,4,75.98000336,Late delivery,1,Shop By Sport,3687,Corporate,51,4,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
8470,TRANSFER,4,75.98000336,Late delivery,1,Shop By Sport,9162,Corporate,30,4,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
53455,TRANSFER,4,95,Late delivery,1,Women's Apparel,8993,Corporate,32,5,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
2014,TRANSFER,4,132.3000031,Late delivery,1,Girls' Apparel,5875,Corporate,73,7.699999809,PENDING,adidas Youth Germany Black/Red Away Match Soc,70,Standard Class
55899,TRANSFER,4,46.5,Late delivery,1,Girls' Apparel,2502,Corporate,35,3.5,PENDING,adidas Men's Germany Black Crest Away Tee,25,Standard Class
52582,TRANSFER,4,93,Advance shipping,0,Women's Apparel,9563,Corporate,35,7,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
56222,TRANSFER,4,93,Advance shipping,0,Women's Apparel,7259,Corporate,54,7,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
57829,TRANSFER,4,72.77999878,Late delivery,1,Shop By Sport,3131,Corporate,30,7.199999809,PENDING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class
